,Post ID,Comments
2320,CvXNuC5rCBB,@mutiajafar_kth @fahrumaarif_
2321,CvXNuC5rCBB,@judieuge
2322,CvXNuC5rCBB,@_ibrahim___loki_
2323,CvXNuC5rCBB,@tambiensoyjesus
2324,CvXNuC5rCBB,@_yazan_bakkar
2325,CvXNuC5rCBB,@nataanakbaik_ @agm04___
2326,CvXNuC5rCBB,@brhia_
2327,CvXNuC5rCBB,@sabrinasueira Eu voltarei kkkkkkkkkk
2328,CvXNuC5rCBB,"@mrdalthazar schau mal, hast du das schon gewusst?😱😍"
2329,CvXNuC5rCBB,@isabelle.ferreirax só me lembrei de tu
2330,CvSe9MguTRc,"Atatürk is the best, the smartest, the bravest, the most innovative, the most modern, the most patriotic leader, SO HE IS THE BEST LEADER."
2331,CvSe9MguTRc,"BEST LEADER, REAL HERO ATATÜRK 🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷"
2332,CvSe9MguTRc,We want the Atatürk series to be broadcast. #respectataturk
2333,CvSe9MguTRc,We want the Atatürk series to be broadcast. #respectataturk
2334,CvSe9MguTRc,We want the Atatürk series to be broadcast. #respectataturk
2335,CvSe9MguTRc,🇹🇷 ATATÜRK 🇹🇷
2336,CvSe9MguTRc,MUSTAFA KEMAL ATATÜRK'E SAYGI GÖSTERECEKSİNİZ
2337,CvSe9MguTRc,"Disney if you want to do something smart, broadcast the Ataturk series so the whole world can watch it. he was a great man, he was secular, he was hero, he was commander in chief. we know what the Armenians did to the people of Azerbaijan, they should not think they are angels. stream the series on disney+!!!!!!!"
2338,CvSe9MguTRc,this scared the absolute pee out of me. first image i see when i open instagram 🫠
2339,CvSe9MguTRc,#RespectAtaturk
2340,CvSe9MguTRc,Why so afraid of Armenians? #RespectAtaturk
2341,CvSe9MguTRc,Si
2342,CvSe9MguTRc,#mustafakemalatatürk ATA’mizin adini anarken bile dikkatli olucaksiniz
2343,CvSe9MguTRc,#respectataturk
2344,CvSe9MguTRc,#Respectatatürk
2345,CvSe9MguTRc,"If you don't broadcast the series of a leader who always defended women's rights, children's rights, freedom of thought throughout his life, then you have no respect for any of these things."
2346,CvSe9MguTRc,#boycottdisney #funkydisney
2347,CvSe9MguTRc,#boycottdisney #funkydisney
2348,CvSe9MguTRc,#RespectAtaturk
2349,CvSe9MguTRc,❤️
2350,CvSe9MguTRc,RESPECT ATATÜRK
2351,CvSe9MguTRc,#ataturk the leader
2352,CvSe9MguTRc,Amen
2353,CvSe9MguTRc,❤️❤️❤️❤️
2354,CvSe9MguTRc,#RespectAtaturk
2355,CvSe9MguTRc,You have to respect atatürk
2356,CvSe9MguTRc,"Pay your artists and writers, end this strike."
2357,CvSe9MguTRc,🤢🤢🤢🤢🤢
2358,CvSe9MguTRc,Shark bait oohahaha
2359,CvSe9MguTRc,🔥🔥
2360,CvSe9MguTRc,🔥🔥
2361,CvSe9MguTRc,You’re our fav too pals 🥰🦈
2362,CvSe9MguTRc,COOOOOOOTCH
2363,CvSe9MguTRc,#BoycottDisney #RespectAtaturk
2364,CvSe9MguTRc,My boy @loganc89 !!
2365,CvSe9MguTRc,Blackouts and restrictions apply. 18+ only. Access content from each service separately. Offer valid for eligible subscribers only. Terms apply. © 2023 Disney and its related entities.
2366,CvSe9MguTRc,Use the force.
2367,CvSe9MguTRc,Vinny&Company?
2368,CvSe9MguTRc,It's time this show is canceled and move on its one of the worst shows on TV
2369,CvSe9MguTRc,Amazing
2370,CvSe9MguTRc,"Hulu has to be the biggest scam on the planet. This whole espn + Disney bundle, I subscribed and bought the ppv fight only to not have it available until the fight is over. Why the hell would you BUY to watch a live fight through Hulu only to get access hours later…… what a shady false advertisement."
2371,CvSe9MguTRc,WGA SAG WGA SAG WGA SAG WGA SAG WGA SAG WGA SAG WGA SAG WGA SAG WGA SAG WGA SAG WGA SAG WGA SAG Pay your writers and actors more money
2372,CvSe9MguTRc,"Respect the writers and actors rights, without them you wouldn’t have hit shows"
2373,CvSe9MguTRc,We are not in favor of AI being used to write shows or scan actors
2374,CvSe9MguTRc,Pay your writers and actors more
2375,CvSe9MguTRc,"Y’all need to start allowing these marvel shows to have more episodes. 6 is way to little, Secret Invasion felt very rushed and the skrull shapeshifting wasn’t as intriguing as it should have been. Also Nick Fury himself wasn’t that interesting to watch. I get he’s an old man but he moved like he just gotten out of wheelchair"
2376,CvSe9MguTRc,@lynyan.06 you.
2377,CvSe9MguTRc,Is that a shark eating a cheeseburger?
2378,CvSe9MguTRc,funky disney
2379,CvSe9MguTRc,"Disney if you want to do something smart, broadcast the Ataturk series so the whole world can watch it. he was a great man, he was secular, he was hero, he was commander in chief. we know what the Armenians did to the people of Azerbaijan, they should not think they are angels. stream the series on disney+!!!!!!!"
2380,CvQRUSWvy9m,"If you’re going to do time travel, you should’ve hired a renowned physicist to guide you and done it the right way"
2381,CvQRUSWvy9m,no more selfcest pls
2382,CvQRUSWvy9m,"100,000 minutes is equivalent to 69 days. Nice"
2383,CvQRUSWvy9m,Pay the writers and actors what they’re worth first
2384,CvQRUSWvy9m,will he be with a man this time
2385,CvQRUSWvy9m,We need the trailer
2386,CvQRUSWvy9m,69 days ⏰
2387,CvQRUSWvy9m,Most awaited series🔥 loki-2
2388,CvQRUSWvy9m,Literally only D+ Marvel show I’m excited for
2389,CvQRUSWvy9m,"69 days till Loki 😂, can’t wait."
2390,CvQRUSWvy9m,Please give us the same quality as season 1 🙏
2391,CvQRUSWvy9m,no selfcest please let loki be single
2392,CvQRUSWvy9m,The best Disney+ Show
2393,CvQRUSWvy9m,pls no selfcest okay we don’t want
2394,CvQRUSWvy9m,Please don't ruin this one 🙏
2395,CvQRUSWvy9m,I hope this doesn't flop. Season 1 was 🔥
2396,CvQRUSWvy9m,The only interesting series in the current MCU.
2397,CvQRUSWvy9m,"Well, how many minutes are left for the trailer?🥹"
2398,CvQRUSWvy9m,#BoycottDisneyPlus #RespectAtatürk 🇹🇷🇹🇷
2399,CvQRUSWvy9m,#respectataturk
2400,CvQRUSWvy9m,Mustafa Kemal ATATÜRK 🇹🇷🇹🇷🇹🇷
2401,CvQRUSWvy9m,Loki >>>
2402,CvQRUSWvy9m,#respectataturk
2403,CvQRUSWvy9m,You can not hide ❤️ATATÜRK ❤️from the world forever !!!!
2404,CvQRUSWvy9m,You can not hide ❤️ATATÜRK ❤️from the world forever !!!!
2405,CvQRUSWvy9m,I'm cancelling my Disney+ subscription #gohomeDisney #respectatatürk
2406,CvQRUSWvy9m,#boycottDisney #respectAtatürk 🇹🇷
2407,CvQRUSWvy9m,Можете показать нам разние варианты мстителей
2408,CvQRUSWvy9m,#respectataturk
2409,CvQRUSWvy9m,#respectataturk
2410,CvQRUSWvy9m,#atatürk #respectatatürk #boycot #dislike
2411,CvQRUSWvy9m,🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷 ATATÜRK 🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿
2412,CvQRUSWvy9m,KANG‼️‼️‼️
2413,CvQRUSWvy9m,#respectataturk
2414,CvQRUSWvy9m,"Keep hoping Marvel pulls something out the bag to rescue the incredible universe they've built. Everything so far has been so disappointing, how you mess up Secret Wars with such rich and brilliant source material is insane. Please hire actual Marvel fans to write."
2415,CvQRUSWvy9m,YAŞA MUSTAFA KEMAL PAŞA YAŞA
2416,CvQRUSWvy9m,#boycottdisney
2417,CvQRUSWvy9m,#respectataturk
2418,CvQRUSWvy9m,the first one was trash
2419,CvQRUSWvy9m,Nobody disrespects Ataturk
2420,CvQRUSWvy9m,"We did not expect you to understand Leader Atatürk, who fought against imperialism, gave hope to the nations of the exploited states, and founded the Republic of Türkiye. As a nation, we will not forget this disrespect you showed to a Leader who is remembered with respect and gratitude even years after his death!
Continue with the lies of the ignorant and sell them your products! You no longer have a place in the Turkish market!"
2421,CvQRUSWvy9m,"“Peace at home, peace in the world.” Mustafa Kemal Ataturk. Hey, @disneyplus ! Do you know him?😏"
2422,CvQRUSWvy9m,"@honeylemon_sher ¿la veremos, mi amor?"
2423,CvQRUSWvy9m,Ves va esta primero @jocelinegarciaesparza
2424,CvQRUSWvy9m,@mxliopy_ เริ่มเลอ
2425,CvQRUSWvy9m,@quickthinkofsomethingquirky
2426,CvQRUSWvy9m,"Disney+ üyeliklerinizi sonlandırın, hem e-posta üzerinden tepki gösterin hem de Twitter'da #BoykotDisneyPlus etiketine destek verin. @DisneyPlus @DisneyPlusTR #RespectAtatürk"
2427,CvQRUSWvy9m,@alleen_panther mire namas
2428,CvQRUSWvy9m,LOKI FANS MAKE SOME NOISE‼️‼️‼️
2429,CvQRUSWvy9m,Make this one a pathetic show and I'll quit Marvel
2430,CvPzkBmBq42,Who are these guys?
2431,CvPzkBmBq42,disney voces vao pagar minha terapia depois desse documentário
2432,CvPzkBmBq42,I cried and I'm still crying...🥺
2433,CvPzkBmBq42,I’m so excited to watch it!!!! They worked so hard on their tour I’m so proud of my tubatu 🫶🫶
2434,CvPzkBmBq42,#respectataturk
2435,CvPzkBmBq42,#respectataturk disney!
2436,CvPzkBmBq42,4th gen leaders!!!!!!
2437,CvPzkBmBq42,Prettiest hetero men you'll ever see
2438,CvPzkBmBq42,Yasss! ❤️
2439,CvPzkBmBq42,"Thank you, they really did the best in everything"
2440,CvPzkBmBq42,🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷
2441,CvPzkBmBq42,They work so hard omg
2442,CvPzkBmBq42,KAI LOOKS SOO SMALL 😭😭😭
2443,CvPzkBmBq42,Çöp
2444,CvPzkBmBq42,i cried my eyes out. 100000/10 documentary.
2445,CvPzkBmBq42,"it was sooo good, moas are proud of txt !!❤❤"
2446,CvPzkBmBq42,"Day 1

#BoycottDisney
#RespectAtatürk"
2447,CvPzkBmBq42,I cried. That‘s all. I CRIED SO HARD🫠😭❤️
2448,CvPzkBmBq42,My husband yeonjun 😭😭
2449,CvPzkBmBq42,This is so cool I love txt soo much 💕💕
2450,CvPzkBmBq42,i love them so much 😭
2451,CvPzkBmBq42,proud to be a moa🫶🏼💕
2452,CvPzkBmBq42,this was so good! i love txt sm!
2453,CvPzkBmBq42,i’m so proud of them 🤍
2454,CvPzkBmBq42,"cried so hard, i recommend the documentary 100/10"
2455,CvPzkBmBq42,MOA loves you 4ever TXT💓
2456,CvPzkBmBq42,BRING THE NEW EPISODES OF MIRACULOUS NOW! 👹
2457,CvPzkBmBq42,Ataturk#boykotdisneyplus #300millonstrong
2458,CvPzkBmBq42,Wtf is this 💩?
2459,CvPzkBmBq42,Kusucam galiba🤢🤮
2460,CvPzkBmBq42,@larissaandretta_ você viu isso
2461,CvPzkBmBq42,@primacahya_09
2462,CvPzkBmBq42,@pcrtyun_ COK
2463,CvPzkBmBq42,@jinniestonic ❤️
2464,CvPzkBmBq42,💗💗💗💗
2465,CvPzkBmBq42,CRIED SO MUCHH
2466,CvPzkBmBq42,Please can celebrate disney 100 years finally the Aladdin series come disney plus usa Sweden.  Do you work for Disney or do you have plans to finally enter the Aladdin series this year. If not working Aladdin series will come. I would like to know why. You Disney have the rights to the Aladdin series. You would make so many Aladdin series fans so happy. If finally this year enjoy all episodes era loved wonderful fun Aladdin series so much usa Sweden disney plus. Peter Jöback dan Ekborg Anders öjebo some Swedish voices the Aladdin series. Please disney Finally let Aladdin series fans this year enjoy all episodes Aladdin series.  @disneyplus @disneytva @disneystudios @disneyanimation @disney @disneytvstudios @disneyaladdin
2467,CvPzkBmBq42,QUERIDO
2468,CvPzkBmBq42,MEUS
2469,CvPzkBmBq42,KINGS 👑
2470,CvPzkBmBq42,❤️❤️🔥🔥
2471,CvPzkBmBq42,Indeed it is!!! Watching right now!
2472,CvPzkBmBq42,It’s my birthday 🥳 can’t wait to watch it later 🙈
2473,CvPzkBmBq42,❤️
2474,CvPzkBmBq42,AMORES
2475,CvPzkBmBq42,Cute cute cute
2476,CvPzkBmBq42,👏
2477,CvPzkBmBq42,Can't wait to watch!!! ❤️❤️❤️🥰
2478,CvPzkBmBq42,+x+
2479,CvPzkBmBq42,💙💙💙💙💙
2480,CvKqiperxio,So Rhodey is a skrull since Civil War?
2481,CvKqiperxio,"Secret Invasion started in an AMAZING way, but the rush to resolve an issue that could be further developed ended up spoiling the series. The last episode was a fiasco, with meaningless fights. Wake up while you still have time, Marvel"
2482,CvKqiperxio,"I was looking for the excitement, but the excitement really disappeared😢"
2483,CvKqiperxio,Rhodey doesn't know  Tony is dead
2484,CvKqiperxio,Solid show but gotta say that is THE WORST ending out of all the shows. And why are the finales always so dang short
2485,CvKqiperxio,"Please, we beg you, ditch the 6-episode format, it's done nothing but hurt the potential of the shows"
2486,CvKqiperxio,"That poster has more suspense, intrigue, character depth and action than the entire six episode series."
2487,CvKqiperxio,They really just walked the world leaders out of there like it wasn't radioactive
2488,CvKqiperxio,Show was lukewarm hotdog water
2489,CvKqiperxio,So G’iah in 6 episodes is now probably now the 2nd strongest marvel character just probably behind Wanda.
2490,CvKqiperxio,This is trash for the final ending 😔
2491,CvKqiperxio,i love love love marvel but bro lmao HORRRRRRRIBLE ending idc if it picks back up in the marvels the ending was 0/10
2492,CvKqiperxio,Was not a fan. 4/10 No depth to any of the characters
2493,CvKqiperxio,Great show. But I really wish Marvel and DC would stop using such iconic comics to make their show and give us only 10% of that comic.
2494,CvKqiperxio,Marvel literally wasted a golden opportunity ☠️
2495,CvKqiperxio,It came down to nothing 🙄 just a rushed finale to set up for another project
2496,CvKqiperxio,Fraco demais 👎🏻
2497,CvKqiperxio,This show had so much potential 😭
2498,CvKqiperxio,Must watch series
2499,CvKqiperxio,The Last episode was one of the worst things marvel have ever put out. Must’ve had a really small budget for this one
2500,CvKqiperxio,Even with the down hill truth is marvel is far greater golden style. Than reboot DC will ever be. The Rhodey reveal very good . Maybe 🤔 the real Rhodes will find a way to bring Tony back from the multiverse 😆 lol. Giah funny all powerful yet Ultron could take her lol 🤣.
2501,CvKqiperxio,So we gave a character  every power to make her God? GOOD JOB MARVEL.
2502,CvKqiperxio,"So,  giah > thor, captain marvel, doctor stranger, scarlet witch ?"
2503,CvKqiperxio,👎🏻
2504,CvKqiperxio,"N, it ends with a disappointment."
2505,CvKqiperxio,Finale was disgustingly mid
2506,CvKqiperxio,So I guess I’m the only one who liked it
2507,CvKqiperxio,Pay your writers
2508,CvKqiperxio,What a disaster.... Non sense Storyboard
2509,CvKqiperxio,The ending was a total abnormality.
2510,CvKqiperxio,please make it stop
2511,CvKqiperxio,"Awful series. Gave it time but didn’t get any better. Compared to all of the other Marvel TV series, this was by far the worst. Painful to watch at times. 

So slow, poorly written and with aimless direction. The lack of a decent script must have been so frustrating for the actors. It was like watching poor episodes of Doctor Who. 

So little made sense. Needed longer episodes to allow them to set scenes better and explain the conclusions. I’m left with so many questions, but unlike with other Marvel projects, I’m not sure I actually care. 

Only saving grace was Olivia Coleman, who was scary, bonkers and amazing."
2512,CvKqiperxio,Disappointed
2513,CvKqiperxio,I'm sorry but this show was really mediocre...
2514,CvKqiperxio,"This was just an incredible boring show, lazy writing lazy plot"
2515,CvKqiperxio,Not sure i got what this show was ultimately about? The story of the scrulls that ended in a race war with vigilante humans and fury leaving Earth again? Seemed a bit of a waste really.
2516,CvKqiperxio,"Invasion??? You waste the whole Plot , Start with Skulls vs Human and ended with Giah vs Gravik"
2517,CvKqiperxio,"All this money spent , and for what ?"
2518,CvKqiperxio,Another borefest 🥱😂
2519,CvKqiperxio,"The six episode format only worked for Loki (it worked extremely well and it’s one of the best comic book shows). Secret Invasion needed that slow burn storytelling, but unfortunately we got a rushed finale again. G’iah deserved more screen time, it just doesn’t feel right to see her get these powers all of a sudden. The show is a 7/10"
2520,CvKqiperxio,The start was so great. The end? Failed miserably. You just gave a scroll every single power we’ve seen through out years of movies and character developments in just 6 episodes like it was nothing. Another L from Marvel.
2521,CvKqiperxio,CRAP.
2522,CvKqiperxio,It was crap all the tv shows are a let down
2523,CvKqiperxio,200 million dollars to make this mediocre series. This series is a waste of time 3/10
2524,CvKqiperxio,What a lame show. 6/10. So why didn’t those enslaved people at the power plant get radiation poisoning? Gravik was easily defeated after a dramatic six episode season.
2525,CvKqiperxio,And please tell your costume designers that the suits are meant to look old and weary that makes it realistic like what you did in the show with other clothes that's my only complain with most of the phase 5. And stop the excessive detailing but also on the other side don't forget to add a little detailing find the sweet spot. They look weird.
2526,CvKqiperxio,SHE HULK / MISS MARVEL / SECRET INVASION : 🤮🤮 2/ 1O
2527,CvKqiperxio,worst mcu project
2528,CvKqiperxio,Its a shame they killed off some of the most important characters in a series like this. Talos and maria hill deserved so much more. This series was by far average at best. This was a show that from the first episode stated world war 3 but there was barely any action and if it was nearly world war 3 why isn't falcon and red guardian on the front lines for their county. For a 212 million dollar project it was quite bad.
2529,CvKqiperxio,"Y'all really blew the secret invasion? Damn, @marvelstudios films/TV is dead"
2530,CvIFvelLWNy,❤️
2531,CvIFvelLWNy,Cool
2532,CvIFvelLWNy,this is the reason I am going to sign up with disneyplus
2533,CvIFvelLWNy,❤️
2534,CvIFvelLWNy,😍😍❤️❤️
2535,CvIFvelLWNy,CAN’T WAIT!👏
2536,CvIFvelLWNy,🥳
2537,CvIFvelLWNy,"@isaacaguilarp , @isbettaguilarp  habrá que verlo"
2538,CvIFvelLWNy,"Plesse can celebrate disney 100 years finally the Aladdin series come disney plus usa Sweden. Do you work for Disney or do you have plans to finally enter the Aladdin series this year, if you do not work for Disney, the Aladdin series comes to disney plus. I would like to know why. You Disney have the rights to The Aladdin series. You Disney would make so many Aladdin series fans so happy. Finally this year enjoy all the episodes of your beloved wonderful funny Aladdin series as much as you want usa Sweden disney plus. Peter Jöback dan Ekborg Anders öjebo some Swedish voices the Aladdin series. @disneyplus @disneytva @disneystudios @disneyanimation @disney @disneytva @disneytvstudios @disneyaladdin"
2539,CvIFvelLWNy,❤️
2540,CvIFvelLWNy,🔥
2541,CvIFvelLWNy,Is there a Nessie sighting in this?
2542,CvIFvelLWNy,❤️
2543,CvIFvelLWNy,@shauna_a_jenkins could be a cool@series?
2544,CvIFvelLWNy,I like animals😍
2545,CvIFvelLWNy,I'm so excited to watch this!!!!!! I loved America The Beautiful 😍😍 I wish they would make another season 😍😍🤩🤩😭😭
2546,CvFnP1vxRlI,Greatest Spider-Man movie of all time.
2547,CvFnP1vxRlI,We need TASM 3
2548,CvFnP1vxRlI,#MakeTASM3 button.
2549,CvFnP1vxRlI,Such an underrated movie
2550,CvFnP1vxRlI,But we want raimi 4 or tasm 3
2551,CvFnP1vxRlI,"Pay your artists and writers, end this strike."
2552,CvFnP1vxRlI,How are you Disney plus and don’t have all of the Spider-Man movies already on there???
2553,CvFnP1vxRlI,I thought it was The Amazing Spiderman 3
2554,CvFnP1vxRlI,Make Spider-Man 4 with the same cgi & visuals as TASM 2 and it’ll be glorious
2555,CvFnP1vxRlI,Tasm2 promo in 2023 you live to see it 👏👏👏👏
2556,CvFnP1vxRlI,Best spider man movie
2557,CvFnP1vxRlI,"For a sec i thought, Marvel announcing AMAZING SPIDERMAN 3"
2558,CvFnP1vxRlI,I jumped for a sec thinking it was TASM3
2559,CvFnP1vxRlI,One of the best Spider-Man Movie ❤️
2560,CvFnP1vxRlI,I like how rhino on the poster and only in the movie 5 seconds
2561,CvFnP1vxRlI,Am I the only one who lost his jaw thinking it's TASM 3!! 🔥😂
2562,CvFnP1vxRlI,LETS GOOOOO
2563,CvFnP1vxRlI,Now y’all want TASM3 what happened to all the hate y’all gave to TASM 1 and 2
2564,CvFnP1vxRlI,I can’t be the only one that read call the daily bulge right??
2565,CvFnP1vxRlI,"NO WAY, THEYRE MAKING A SEQUEL TO THE FIRST AMAZING SPIDER MAN"
2566,CvFnP1vxRlI,Need TASM 3 Marvel bro
2567,CvFnP1vxRlI,why just like me everyone came here with hope of a 3rd prt......because we wanted🙂
2568,CvFnP1vxRlI,spider-man 🔛🔝
2569,CvFnP1vxRlI,We want The Amezing Spiderman 3 🔥
2570,CvFnP1vxRlI,We Need TASM 3
2571,CvFnP1vxRlI,The best Spiderman movie ever made
2572,CvFnP1vxRlI,My heart skipped a beat...I thought it was TASM 3😭
2573,CvFnP1vxRlI,Had me all hyped for a second 😭
2574,CvFnP1vxRlI,Best spider man movie of all time 😍
2575,CvFnP1vxRlI,TASM 3 BUTTON ➡️
2576,CvFnP1vxRlI,Thr best spiderman movie
2577,CvFnP1vxRlI,Pay your writers
2578,CvFnP1vxRlI,For a sec I thought it was a teaser for the third film but maaaan noooo
2579,CvFnP1vxRlI,I was like DID THEY FINALLY MAKE IT ???
2580,CvFnP1vxRlI,This has to be the 5th time now
